"","variable","time","fcst_date","lower","median","upper"
"189","pghpermits",256,2022-09-01,-8.26314191007916,-0.122871780100106,7.86691318546788
"190","pghpermits",257,2022-10-01,-8.25514863823047,-0.0410100313303486,8.19686498358805
"191","pghpermits",258,2022-11-01,-7.38538194723991,-0.0715644028189746,8.01407899157738
"192","pghpermits",259,2022-12-01,-7.97674870181168,-0.0189709255701295,8.46413395420182
"193","pghqwage",236,2021-01-01,-0.758917316010549,-0.269805899152717,0.185356801655966
"194","pghqwage",237,2021-02-01,-0.448258348050939,-0.099637949331216,0.273980911794688
"195","pghqwage",238,2021-03-01,-0.405555955285969,0.120565103012563,0.629443584362333
"196","pghqwage",239,2021-04-01,-0.325669534424059,0.242454310745046,0.73401697697679
"197","pghqwage",240,2021-05-01,-0.302881460279969,0.135728080068042,0.570264748492846
"198","pghqwage",241,2021-06-01,-0.543210404466462,-0.0303819791485443,0.503443761391541
"199","pghqwage",242,2021-07-01,-0.760950868483597,-0.157624509437473,0.379606398125502
"200","pghqwage",243,2021-08-01,-0.563793202177805,-0.125862522490554,0.359432309932189
"201","pghqwage",244,2021-09-01,-0.500887002389822,0.0785265551654264,0.588622377791641
"202","pghqwage",245,2021-10-01,-0.336128615767365,0.19384872627585,0.795658454834063
"203","pghqwage",246,2021-11-01,-0.368892432471771,0.137027818535173,0.668669101901086
"204","pghqwage",247,2021-12-01,-0.631092897518516,-0.023479712375747,0.582720072792088
"205","pghqwage",248,2022-01-01,-0.7719069953361,-0.113381418672526,0.47643865063395
"206","pghqwage",249,2022-02-01,-0.674784107194693,-0.0849484499113461,0.458152315387349
"207","pghqwage",250,2022-03-01,-0.591067486125186,0.0476109017305083,0.689487306602457
"208","pghqwage",251,2022-04-01,-0.465069089358058,0.16475341959697,0.798824345254097
"209","pghqwage",252,2022-05-01,-0.434940662806222,0.134379542685617,0.7678034600621
"210","pghqwage",253,2022-06-01,-0.653153771490008,0.00648321509646561,0.59930858715229
"211","pghqwage",254,2022-07-01,-0.75761940071747,-0.12225729782856,0.488380189725229
"212","pghqwage",255,2022-08-01,-0.691313864545108,-0.0667992696453811,0.494637018956878
"213","pghqwage",256,2022-09-01,-0.559021571876895,0.0488681897094373,0.74906456554345
"214","pghqwage",257,2022-10-01,-0.510856686841052,0.149877444505114,0.792608477848408
"215","pghqwage",258,2022-11-01,-0.523202991330898,0.127901436351708,0.801059919310455
"216","pghqwage",259,2022-12-01,-0.729433159849322,-0.00663324008714327,0.623955720042338
"217","pghunemp",236,2021-01-01,-2.10135055583442,0.307111352940061,2.56957246997362
